"","alpha","lambda","deviance","nvars"
"474",0.18430612244898,2.02040819591837,-4.95079021007427e-15,0
"475",0.18430612244898,2.08163268367347,-4.95079021007427e-15,0
"476",0.18430612244898,2.14285717142857,-4.95079021007427e-15,0
"477",0.18430612244898,2.20408165918367,-4.95079021007427e-15,0
"478",0.18430612244898,2.26530614693878,-4.95079021007427e-15,0
"479",0.18430612244898,2.32653063469388,-4.95079021007427e-15,0
"480",0.18430612244898,2.38775512244898,-4.95079021007427e-15,0
"481",0.18430612244898,2.44897961020408,-4.95079021007427e-15,0
"482",0.18430612244898,2.51020409795918,-4.95079021007427e-15,0
"483",0.18430612244898,2.57142858571429,-4.95079021007427e-15,0
"484",0.18430612244898,2.63265307346939,-4.95079021007427e-15,0
"485",0.18430612244898,2.69387756122449,-4.95079021007427e-15,0
"486",0.18430612244898,2.75510204897959,-4.95079021007427e-15,0
"487",0.18430612244898,2.81632653673469,-4.95079021007427e-15,0
"488",0.18430612244898,2.8775510244898,-4.95079021007427e-15,0
"489",0.18430612244898,2.9387755122449,-4.95079021007427e-15,0
"490",0.18430612244898,3,-4.95079021007427e-15,0
"491",0.204673469387755,1e-07,0.975098398785684,1249
"492",0.204673469387755,0.061224587755102,0.735144580104668,189
"493",0.204673469387755,0.122449075510204,0.623588437059787,134
"494",0.204673469387755,0.183673563265306,0.529742940390769,85
"495",0.204673469387755,0.244898051020408,0.456064552434627,40
"496",0.204673469387755,0.30612253877551,0.400232097055271,31
"497",0.204673469387755,0.367347026530612,0.351346507776931,18
"498",0.204673469387755,0.428571514285714,0.308156454590422,16
"499",0.204673469387755,0.489796002040816,0.269258336364559,13
"500",0.204673469387755,0.551020489795918,0.235770185845102,11
"501",0.204673469387755,0.673469465306122,0.175971877781095,10
"502",0.204673469387755,0.734693953061225,0.150130567521979,7
"503",0.204673469387755,0.795918440816327,0.125949657716535,7
"504",0.204673469387755,0.857142928571429,0.102409836337587,7
"505",0.204673469387755,0.918367416326531,0.0804443053522647,5
"506",0.204673469387755,0.979591904081633,0.0618331055953762,3
"507",0.204673469387755,1.04081639183673,0.0493093674686059,2
"508",0.204673469387755,1.10204087959184,0.0380971482581821,2
"509",0.204673469387755,1.16326536734694,0.0276105419829739,2
"510",0.204673469387755,1.22448985510204,0.0177851346730082,2
"511",0.204673469387755,1.28571434285714,0.0108794789833724,1
"512",0.204673469387755,1.34693883061224,0.00581924909455809,1
"513",0.204673469387755,1.40816331836735,0.00109126721690304,1
"514",0.204673469387755,1.46938780612245,-4.95079021007427e-15,0
"515",0.204673469387755,1.53061229387755,-4.95079021007427e-15,0
"516",0.204673469387755,1.59183678163265,-4.95079021007427e-15,0
"517",0.204673469387755,1.65306126938776,-4.95079021007427e-15,0
"518",0.204673469387755,1.71428575714286,-4.95079021007427e-15,0
"519",0.204673469387755,1.77551024489796,-4.95079021007427e-15,0
"520",0.204673469387755,1.83673473265306,-4.95079021007427e-15,0
"521",0.204673469387755,1.89795922040816,-4.95079021007427e-15,0
"522",0.204673469387755,1.95918370816327,-4.95079021007427e-15,0
"523",0.204673469387755,2.02040819591837,-4.95079021007427e-15,0
"524",0.204673469387755,2.08163268367347,-4.95079021007427e-15,0
"525",0.204673469387755,2.14285717142857,-4.95079021007427e-15,0
"526",0.204673469387755,2.20408165918367,-4.95079021007427e-15,0
"527",0.204673469387755,2.26530614693878,-4.95079021007427e-15,0
"528",0.204673469387755,2.32653063469388,-4.95079021007427e-15,0
"529",0.204673469387755,2.38775512244898,-4.95079021007427e-15,0
"530",0.204673469387755,2.44897961020408,-4.95079021007427e-15,0
"531",0.204673469387755,2.51020409795918,-4.95079021007427e-15,0
"532",0.204673469387755,2.57142858571429,-4.95079021007427e-15,0
"533",0.204673469387755,2.63265307346939,-4.95079021007427e-15,0
"534",0.204673469387755,2.69387756122449,-4.95079021007427e-15,0
"535",0.204673469387755,2.75510204897959,-4.95079021007427e-15,0
"536",0.204673469387755,2.81632653673469,-4.95079021007427e-15,0
"537",0.204673469387755,2.8775510244898,-4.95079021007427e-15,0
"538",0.204673469387755,2.9387755122449,-4.95079021007427e-15,0
"539",0.204673469387755,3,-4.95079021007427e-15,0
"540",0.225040816326531,1e-07,0.975098399789243,1247
"541",0.225040816326531,0.061224587755102,0.726148021299689,181
"542",0.225040816326531,0.122449075510204,0.609063494015933,122
"543",0.225040816326531,0.183673563265306,0.510900040754165,76
"544",0.225040816326531,0.244898051020408,0.439846216342437,31
"545",0.225040816326531,0.30612253877551,0.382774537322748,20
"546",0.225040816326531,0.367347026530612,0.334003567887465,16
"547",0.225040816326531,0.428571514285714,0.288866089618433,14
"548",0.225040816326531,0.489796002040816,0.25097902336133,11
"549",0.225040816326531,0.551020489795918,0.216099507035649,10
"550",0.225040816326531,0.61224497755102,0.184018881755379,8
"551",0.225040816326531,0.734693953061225,0.128324774233176,7
"552",0.225040816326531,0.795918440816327,0.101593447899127,7
"553",0.225040816326531,0.857142928571429,0.0777409035016,4
"554",0.225040816326531,0.918367416326531,0.0601283465463483,2
"555",0.225040816326531,0.979591904081633,0.0464167296612543,2
"556",0.225040816326531,1.04081639183673,0.0336237994149564,2
"557",0.225040816326531,1.10204087959184,0.0216663445032648,2
"558",0.225040816326531,1.16326536734694,0.0126355866516464,1
"559",0.225040816326531,1.22448985510204,0.00648156592575127,1
"560",0.225040816326531,1.28571434285714,0.000754589857609203,1
"561",0.225040816326531,1.34693883061224,-4.95079021007427e-15,0
"562",0.225040816326531,1.40816331836735,-4.95079021007427e-15,0
"563",0.225040816326531,1.46938780612245,-4.95079021007427e-15,0
"564",0.225040816326531,1.53061229387755,-4.95079021007427e-15,0
"565",0.225040816326531,1.59183678163265,-4.95079021007427e-15,0
"566",0.225040816326531,1.65306126938776,-4.95079021007427e-15,0
"567",0.225040816326531,1.71428575714286,-4.95079021007427e-15,0
"568",0.225040816326531,1.77551024489796,-4.95079021007427e-15,0
"569",0.225040816326531,1.83673473265306,-4.95079021007427e-15,0
"570",0.225040816326531,1.89795922040816,-4.95079021007427e-15,0
"571",0.225040816326531,1.95918370816327,-4.95079021007427e-15,0
"572",0.225040816326531,2.02040819591837,-4.95079021007427e-15,0
"573",0.225040816326531,2.08163268367347,-4.95079021007427e-15,0
"574",0.225040816326531,2.14285717142857,-4.95079021007427e-15,0
"575",0.225040816326531,2.20408165918367,-4.95079021007427e-15,0
"576",0.225040816326531,2.26530614693878,-4.95079021007427e-15,0
"577",0.225040816326531,2.32653063469388,-4.95079021007427e-15,0
"578",0.225040816326531,2.38775512244898,-4.95079021007427e-15,0
"579",0.225040816326531,2.44897961020408,-4.95079021007427e-15,0
"580",0.225040816326531,2.51020409795918,-4.95079021007427e-15,0
"581",0.225040816326531,2.57142858571429,-4.95079021007427e-15,0
"582",0.225040816326531,2.63265307346939,-4.95079021007427e-15,0
"583",0.225040816326531,2.69387756122449,-4.95079021007427e-15,0
"584",0.225040816326531,2.75510204897959,-4.95079021007427e-15,0
"585",0.225040816326531,2.81632653673469,-4.95079021007427e-15,0
"586",0.225040816326531,2.8775510244898,-4.95079021007427e-15,0
"587",0.225040816326531,2.9387755122449,-4.95079021007427e-15,0
"588",0.225040816326531,3,-4.95079021007427e-15,0
"589",0.245408163265306,1e-07,0.975098399755128,1247
"590",0.245408163265306,0.061224587755102,0.71791041168413,169
"591",0.245408163265306,0.122449075510204,0.594760700315762,108
"592",0.245408163265306,0.183673563265306,0.495340762101391,47
"593",0.245408163265306,0.244898051020408,0.425454577660253,31
"594",0.245408163265306,0.30612253877551,0.368072447546509,16
"595",0.245408163265306,0.367347026530612,0.316559183036287,15
"596",0.245408163265306,0.428571514285714,0.272178165378178,11
"597",0.245408163265306,0.489796002040816,0.232895152222591,10
"598",0.245408163265306,0.551020489795918,0.197371468065497,8
"599",0.245408163265306,0.61224497755102,0.165650715288692,7
"600",0.245408163265306,0.673469465306122,0.134981281060969,7
"601",0.245408163265306,0.795918440816327,0.0789523732714899,4
"602",0.245408163265306,0.857142928571429,0.0608377671980103,2
"603",0.245408163265306,0.918367416326531,0.045170088478065,2
"604",0.245408163265306,0.979591904081633,0.0305579706259505,2
"605",0.245408163265306,1.04081639183673,0.0170907668324233,1
"606",0.245408163265306,1.10204087959184,0.0095406637635778,1
"607",0.245408163265306,1.16326536734694,0.00254439360379669,1
"608",0.245408163265306,1.22448985510204,-4.95079021007427e-15,0
"609",0.245408163265306,1.28571434285714,-4.95079021007427e-15,0
"610",0.245408163265306,1.34693883061224,-4.95079021007427e-15,0
"611",0.245408163265306,1.40816331836735,-4.95079021007427e-15,0
"612",0.245408163265306,1.46938780612245,-4.95079021007427e-15,0
"613",0.245408163265306,1.53061229387755,-4.95079021007427e-15,0
"614",0.245408163265306,1.59183678163265,-4.95079021007427e-15,0
"615",0.245408163265306,1.65306126938776,-4.95079021007427e-15,0
"616",0.245408163265306,1.71428575714286,-4.95079021007427e-15,0
"617",0.245408163265306,1.77551024489796,-4.95079021007427e-15,0
"618",0.245408163265306,1.83673473265306,-4.95079021007427e-15,0
"619",0.245408163265306,1.89795922040816,-4.95079021007427e-15,0
"620",0.245408163265306,1.95918370816327,-4.95079021007427e-15,0
"621",0.245408163265306,2.02040819591837,-4.95079021007427e-15,0
"622",0.245408163265306,2.08163268367347,-4.95079021007427e-15,0
"623",0.245408163265306,2.14285717142857,-4.95079021007427e-15,0
"624",0.245408163265306,2.20408165918367,-4.95079021007427e-15,0
"625",0.245408163265306,2.26530614693878,-4.95079021007427e-15,0
"626",0.245408163265306,2.32653063469388,-4.95079021007427e-15,0
"627",0.245408163265306,2.38775512244898,-4.95079021007427e-15,0
"628",0.245408163265306,2.44897961020408,-4.95079021007427e-15,0
"629",0.245408163265306,2.51020409795918,-4.95079021007427e-15,0
"630",0.245408163265306,2.57142858571429,-4.95079021007427e-15,0
"631",0.245408163265306,2.63265307346939,-4.95079021007427e-15,0
"632",0.245408163265306,2.69387756122449,-4.95079021007427e-15,0
"633",0.245408163265306,2.75510204897959,-4.95079021007427e-15,0
"634",0.245408163265306,2.81632653673469,-4.95079021007427e-15,0
"635",0.245408163265306,2.8775510244898,-4.95079021007427e-15,0
"636",0.245408163265306,2.9387755122449,-4.95079021007427e-15,0
"637",0.245408163265306,3,-4.95079021007427e-15,0
"638",0.265775510204082,1e-07,0.975098398878955,1241
"639",0.265775510204082,0.061224587755102,0.709883856967036,153
"640",0.265775510204082,0.122449075510204,0.580603522625237,90
"641",0.265775510204082,0.183673563265306,0.481305085345128,41
"642",0.265775510204082,0.244898051020408,0.411234405876215,20
"643",0.265775510204082,0.30612253877551,0.353236525864988,16
"644",0.265775510204082,0.367347026530612,0.300635896905172,12
"645",0.265775510204082,0.428571514285714,0.256217909988799,11
"646",0.265775510204082,0.489796002040816,0.216122783181224,8
"647",0.265775510204082,0.551020489795918,0.180519285528363,7
"648",0.265775510204082,0.61224497755102,0.146415541629918,7
"649",0.265775510204082,0.673469465306122,0.113341548747238,5
"650",0.265775510204082,0.734693953061225,0.0837863901748519,4
"651",0.265775510204082,0.857142928571429,0.0459457548594528,2
"652",0.265775510204082,0.918367416326531,0.0292455284096014,2
"653",0.265775510204082,0.979591904081633,0.0158071101143018,1
"654",0.265775510204082,1.04081639183673,0.00718521531598527,1
"655",0.265775510204082,1.10204087959184,-4.95079021007427e-15,0
"656",0.265775510204082,1.16326536734694,-4.95079021007427e-15,0
"657",0.265775510204082,1.22448985510204,-4.95079021007427e-15,0
"658",0.265775510204082,1.28571434285714,-4.95079021007427e-15,0
"659",0.265775510204082,1.34693883061224,-4.95079021007427e-15,0
"660",0.265775510204082,1.40816331836735,-4.95079021007427e-15,0
"661",0.265775510204082,1.46938780612245,-4.95079021007427e-15,0
"662",0.265775510204082,1.53061229387755,-4.95079021007427e-15,0
"663",0.265775510204082,1.59183678163265,-4.95079021007427e-15,0
"664",0.265775510204082,1.65306126938776,-4.95079021007427e-15,0
"665",0.265775510204082,1.71428575714286,-4.95079021007427e-15,0
"666",0.265775510204082,1.77551024489796,-4.95079021007427e-15,0
"667",0.265775510204082,1.83673473265306,-4.95079021007427e-15,0
"668",0.265775510204082,1.89795922040816,-4.95079021007427e-15,0
"669",0.265775510204082,1.95918370816327,-4.95079021007427e-15,0
"670",0.265775510204082,2.02040819591837,-4.95079021007427e-15,0
"671",0.265775510204082,2.08163268367347,-4.95079021007427e-15,0
"672",0.265775510204082,2.14285717142857,-4.95079021007427e-15,0
"673",0.265775510204082,2.20408165918367,-4.95079021007427e-15,0
"674",0.265775510204082,2.26530614693878,-4.95079021007427e-15,0
"675",0.265775510204082,2.32653063469388,-4.95079021007427e-15,0
"676",0.265775510204082,2.38775512244898,-4.95079021007427e-15,0
"677",0.265775510204082,2.44897961020408,-4.95079021007427e-15,0
"678",0.265775510204082,2.51020409795918,-4.95079021007427e-15,0
"679",0.265775510204082,2.57142858571429,-4.95079021007427e-15,0
"680",0.265775510204082,2.63265307346939,-4.95079021007427e-15,0
"681",0.265775510204082,2.69387756122449,-4.95079021007427e-15,0
"682",0.265775510204082,2.75510204897959,-4.95079021007427e-15,0
"683",0.265775510204082,2.81632653673469,-4.95079021007427e-15,0
"684",0.265775510204082,2.8775510244898,-4.95079021007427e-15,0
"685",0.265775510204082,2.9387755122449,-4.95079021007427e-15,0
"686",0.265775510204082,3,-4.95079021007427e-15,0
"687",0.286142857142857,1e-07,0.975098397992221,1240
"688",0.286142857142857,0.061224587755102,0.701861502699599,151
"689",0.286142857142857,0.122449075510204,0.567526749509054,82
"690",0.286142857142857,0.183673563265306,0.468770883774288,35
"691",0.286142857142857,0.244898051020408,0.399313520370999,16
"692",0.286142857142857,0.30612253877551,0.338333892022098,14
"693",0.286142857142857,0.367347026530612,0.286214216677469,11
"694",0.286142857142857,0.428571514285714,0.240712301342612,9
"695",0.286142857142857,0.489796002040816,0.200632015933508,7
"696",0.286142857142857,0.551020489795918,0.163040189797141,7
"697",0.286142857142857,0.61224497755102,0.126214279886014,5
"698",0.286142857142857,0.673469465306122,0.0928248844119762,4
"699",0.286142857142857,0.734693953061225,0.0696290424099277,2
"700",0.286142857142857,0.795918440816327,0.0491760803615501,2
"701",0.286142857142857,0.918367416326531,0.0156360903636621,1
"702",0.286142857142857,0.979591904081633,0.00576635612792027,1
"703",0.286142857142857,1.04081639183673,-4.95079021007427e-15,0
"704",0.286142857142857,1.10204087959184,-4.95079021007427e-15,0
"705",0.286142857142857,1.16326536734694,-4.95079021007427e-15,0
"706",0.286142857142857,1.22448985510204,-4.95079021007427e-15,0
"707",0.286142857142857,1.28571434285714,-4.95079021007427e-15,0
"708",0.286142857142857,1.34693883061224,-4.95079021007427e-15,0
"709",0.286142857142857,1.40816331836735,-4.95079021007427e-15,0
"710",0.286142857142857,1.46938780612245,-4.95079021007427e-15,0
"711",0.286142857142857,1.53061229387755,-4.95079021007427e-15,0
"712",0.286142857142857,1.59183678163265,-4.95079021007427e-15,0
"713",0.286142857142857,1.65306126938776,-4.95079021007427e-15,0
"714",0.286142857142857,1.71428575714286,-4.95079021007427e-15,0
"715",0.286142857142857,1.77551024489796,-4.95079021007427e-15,0
"716",0.286142857142857,1.83673473265306,-4.95079021007427e-15,0
"717",0.286142857142857,1.89795922040816,-4.95079021007427e-15,0
"718",0.286142857142857,1.95918370816327,-4.95079021007427e-15,0
"719",0.286142857142857,2.02040819591837,-4.95079021007427e-15,0
"720",0.286142857142857,2.08163268367347,-4.95079021007427e-15,0
"721",0.286142857142857,2.14285717142857,-4.95079021007427e-15,0
"722",0.286142857142857,2.20408165918367,-4.95079021007427e-15,0
"723",0.286142857142857,2.26530614693878,-4.95079021007427e-15,0
"724",0.286142857142857,2.32653063469388,-4.95079021007427e-15,0
"725",0.286142857142857,2.38775512244898,-4.95079021007427e-15,0
"726",0.286142857142857,2.44897961020408,-4.95079021007427e-15,0
"727",0.286142857142857,2.51020409795918,-4.95079021007427e-15,0
"728",0.286142857142857,2.57142858571429,-4.95079021007427e-15,0
"729",0.286142857142857,2.63265307346939,-4.95079021007427e-15,0
"730",0.286142857142857,2.69387756122449,-4.95079021007427e-15,0
"731",0.286142857142857,2.75510204897959,-4.95079021007427e-15,0
"732",0.286142857142857,2.81632653673469,-4.95079021007427e-15,0
"733",0.286142857142857,2.8775510244898,-4.95079021007427e-15,0
"734",0.286142857142857,2.9387755122449,-4.95079021007427e-15,0
"735",0.286142857142857,3,-4.95079021007427e-15,0
"736",0.306510204081633,1e-07,0.975098398412335,1237
"737",0.306510204081633,0.061224587755102,0.693716834440719,145
"738",0.306510204081633,0.122449075510204,0.554412952619305,61
"739",0.306510204081633,0.183673563265306,0.457487263030366,30
"740",0.306510204081633,0.244898051020408,0.387390652586742,15
"741",0.306510204081633,0.30612253877551,0.324471840671024,12
"742",0.306510204081633,0.367347026530612,0.272149285550666,10
"743",0.306510204081633,0.428571514285714,0.226260288884998,7
"744",0.306510204081633,0.489796002040816,0.18516183093653,7
"745",0.306510204081633,0.551020489795918,0.144483448948559,7
"746",0.306510204081633,0.61224497755102,0.106631326215691,4
"747",0.306510204081633,0.673469465306122,0.0786733906999702,2
"748",0.306510204081633,0.734693953061225,0.055347510766067,2
"749",0.306510204081633,0.795918440816327,0.0335524486455656,2
"750",0.306510204081633,0.857142928571429,0.0168441297027037,1
"751",0.306510204081633,0.979591904081633,-4.95079021007427e-15,0
"752",0.306510204081633,1.04081639183673,-4.95079021007427e-15,0
"753",0.306510204081633,1.10204087959184,-4.95079021007427e-15,0
"754",0.306510204081633,1.16326536734694,-4.95079021007427e-15,0
"755",0.306510204081633,1.22448985510204,-4.95079021007427e-15,0
"756",0.306510204081633,1.28571434285714,-4.95079021007427e-15,0
"757",0.306510204081633,1.34693883061224,-4.95079021007427e-15,0
"758",0.306510204081633,1.40816331836735,-4.95079021007427e-15,0
"759",0.306510204081633,1.46938780612245,-4.95079021007427e-15,0
"760",0.306510204081633,1.53061229387755,-4.95079021007427e-15,0
"761",0.306510204081633,1.59183678163265,-4.95079021007427e-15,0
"762",0.306510204081633,1.65306126938776,-4.95079021007427e-15,0
"763",0.306510204081633,1.71428575714286,-4.95079021007427e-15,0
"764",0.306510204081633,1.77551024489796,-4.95079021007427e-15,0
"765",0.306510204081633,1.83673473265306,-4.95079021007427e-15,0
"766",0.306510204081633,1.89795922040816,-4.95079021007427e-15,0
"767",0.306510204081633,1.95918370816327,-4.95079021007427e-15,0
"768",0.306510204081633,2.02040819591837,-4.95079021007427e-15,0
"769",0.306510204081633,2.08163268367347,-4.95079021007427e-15,0
"770",0.306510204081633,2.14285717142857,-4.95079021007427e-15,0
"771",0.306510204081633,2.20408165918367,-4.95079021007427e-15,0
"772",0.306510204081633,2.26530614693878,-4.95079021007427e-15,0
"773",0.306510204081633,2.32653063469388,-4.95079021007427e-15,0
"774",0.306510204081633,2.38775512244898,-4.95079021007427e-15,0
"775",0.306510204081633,2.44897961020408,-4.95079021007427e-15,0
"776",0.306510204081633,2.51020409795918,-4.95079021007427e-15,0
"777",0.306510204081633,2.57142858571429,-4.95079021007427e-15,0
"778",0.306510204081633,2.63265307346939,-4.95079021007427e-15,0
"779",0.306510204081633,2.69387756122449,-4.95079021007427e-15,0
"780",0.306510204081633,2.75510204897959,-4.95079021007427e-15,0
"781",0.306510204081633,2.81632653673469,-4.95079021007427e-15,0
"782",0.306510204081633,2.8775510244898,-4.95079021007427e-15,0
"783",0.306510204081633,2.9387755122449,-4.95079021007427e-15,0
"784",0.306510204081633,3,-4.95079021007427e-15,0
"785",0.326877551020408,1e-07,0.97509839814905,1232
"786",0.326877551020408,0.061224587755102,0.685826766850819,134
"787",0.326877551020408,0.122449075510204,0.542599299479405,50
"788",0.326877551020408,0.183673563265306,0.447027728956136,19
"789",0.326877551020408,0.244898051020408,0.375049303298518,15
"790",0.326877551020408,0.30612253877551,0.311771282113316,11
"791",0.326877551020408,0.367347026530612,0.259096614794782,8
"792",0.326877551020408,0.428571514285714,0.212972018884368,7
"793",0.326877551020408,0.489796002040816,0.168839863498372,7
"794",0.326877551020408,0.551020489795918,0.126199509185062,5
"795",0.326877551020408,0.61224497755102,0.0915205272892596,2
"796",0.326877551020408,0.673469465306122,0.0649916527881357,2
"797",0.326877551020408,0.734693953061225,0.0401517873374132,2
"798",0.326877551020408,0.795918440816327,0.0197467756811524,1
"799",0.326877551020408,0.857142928571429,0.00673382561230081,1
"800",0.326877551020408,0.918367416326531,-4.95079021007427e-15,0
"801",0.326877551020408,1.04081639183673,-4.95079021007427e-15,0
"802",0.326877551020408,1.10204087959184,-4.95079021007427e-15,0
"803",0.326877551020408,1.16326536734694,-4.95079021007427e-15,0
"804",0.326877551020408,1.22448985510204,-4.95079021007427e-15,0
"805",0.326877551020408,1.28571434285714,-4.95079021007427e-15,0
"806",0.326877551020408,1.34693883061224,-4.95079021007427e-15,0
"807",0.326877551020408,1.40816331836735,-4.95079021007427e-15,0
"808",0.326877551020408,1.46938780612245,-4.95079021007427e-15,0
"809",0.326877551020408,1.53061229387755,-4.95079021007427e-15,0
"810",0.326877551020408,1.59183678163265,-4.95079021007427e-15,0
"811",0.326877551020408,1.65306126938776,-4.95079021007427e-15,0
"812",0.326877551020408,1.71428575714286,-4.95079021007427e-15,0
"813",0.326877551020408,1.77551024489796,-4.95079021007427e-15,0
"814",0.326877551020408,1.83673473265306,-4.95079021007427e-15,0
"815",0.326877551020408,1.89795922040816,-4.95079021007427e-15,0
"816",0.326877551020408,1.95918370816327,-4.95079021007427e-15,0
"817",0.326877551020408,2.02040819591837,-4.95079021007427e-15,0
"818",0.326877551020408,2.08163268367347,-4.95079021007427e-15,0
"819",0.326877551020408,2.14285717142857,-4.95079021007427e-15,0
"820",0.326877551020408,2.20408165918367,-4.95079021007427e-15,0
"821",0.326877551020408,2.26530614693878,-4.95079021007427e-15,0
"822",0.326877551020408,2.32653063469388,-4.95079021007427e-15,0
"823",0.326877551020408,2.38775512244898,-4.95079021007427e-15,0
"824",0.326877551020408,2.44897961020408,-4.95079021007427e-15,0
"825",0.326877551020408,2.51020409795918,-4.95079021007427e-15,0
"826",0.326877551020408,2.57142858571429,-4.95079021007427e-15,0
"827",0.326877551020408,2.63265307346939,-4.95079021007427e-15,0
"828",0.326877551020408,2.69387756122449,-4.95079021007427e-15,0
"829",0.326877551020408,2.75510204897959,-4.95079021007427e-15,0
"830",0.326877551020408,2.81632653673469,-4.95079021007427e-15,0
"831",0.326877551020408,2.8775510244898,-4.95079021007427e-15,0
"832",0.326877551020408,2.9387755122449,-4.95079021007427e-15,0
"833",0.326877551020408,3,-4.95079021007427e-15,0
"834",0.347244897959184,1e-07,0.975098396728109,1230
"835",0.347244897959184,0.061224587755102,0.67796645337533,121
"836",0.347244897959184,0.122449075510204,0.531255843807001,43
"837",0.347244897959184,0.183673563265306,0.437433548585799,15
"838",0.347244897959184,0.244898051020408,0.362765945663535,14
"839",0.347244897959184,0.30612253877551,0.299998454775383,10
"840",0.347244897959184,0.367347026530612,0.246596593511334,7
"841",0.347244897959184,0.428571514285714,0.199054309537181,7
"842",0.347244897959184,0.489796002040816,0.152124648119387,5
"843",0.347244897959184,0.551020489795918,0.108711253174551,2
"844",0.347244897959184,0.61224497755102,0.0786662217322216,2
"845",0.347244897959184,0.673469465306122,0.0504491799661777,2
"846",0.347244897959184,0.734693953061225,0.0247144742766029,1
"847",0.347244897959184,0.795918440816327,0.00973927484168707,1
"848",0.347244897959184,0.857142928571429,-4.95079021007427e-15,0
"849",0.347244897959184,0.918367416326531,-4.95079021007427e-15,0
"850",0.347244897959184,0.979591904081633,-4.95079021007427e-15,0
"851",0.347244897959184,1.10204087959184,-4.95079021007427e-15,0
"852",0.347244897959184,1.16326536734694,-4.95079021007427e-15,0
"853",0.347244897959184,1.22448985510204,-4.95079021007427e-15,0
"854",0.347244897959184,1.28571434285714,-4.95079021007427e-15,0
"855",0.347244897959184,1.34693883061224,-4.95079021007427e-15,0
"856",0.347244897959184,1.40816331836735,-4.95079021007427e-15,0
"857",0.347244897959184,1.46938780612245,-4.95079021007427e-15,0
"858",0.347244897959184,1.53061229387755,-4.95079021007427e-15,0
"859",0.347244897959184,1.59183678163265,-4.95079021007427e-15,0
"860",0.347244897959184,1.65306126938776,-4.95079021007427e-15,0
"861",0.347244897959184,1.71428575714286,-4.95079021007427e-15,0
"862",0.347244897959184,1.77551024489796,-4.95079021007427e-15,0
"863",0.347244897959184,1.83673473265306,-4.95079021007427e-15,0
"864",0.347244897959184,1.89795922040816,-4.95079021007427e-15,0
"865",0.347244897959184,1.95918370816327,-4.95079021007427e-15,0
"866",0.347244897959184,2.02040819591837,-4.95079021007427e-15,0
"867",0.347244897959184,2.08163268367347,-4.95079021007427e-15,0
"868",0.347244897959184,2.14285717142857,-4.95079021007427e-15,0
"869",0.347244897959184,2.20408165918367,-4.95079021007427e-15,0
"870",0.347244897959184,2.26530614693878,-4.95079021007427e-15,0
"871",0.347244897959184,2.32653063469388,-4.95079021007427e-15,0
"872",0.347244897959184,2.38775512244898,-4.95079021007427e-15,0
"873",0.347244897959184,2.44897961020408,-4.95079021007427e-15,0
"874",0.347244897959184,2.51020409795918,-4.95079021007427e-15,0
"875",0.347244897959184,2.57142858571429,-4.95079021007427e-15,0
"876",0.347244897959184,2.63265307346939,-4.95079021007427e-15,0
"877",0.347244897959184,2.69387756122449,-4.95079021007427e-15,0
"878",0.347244897959184,2.75510204897959,-4.95079021007427e-15,0
"879",0.347244897959184,2.81632653673469,-4.95079021007427e-15,0
"880",0.347244897959184,2.8775510244898,-4.95079021007427e-15,0
"881",0.347244897959184,2.9387755122449,-4.95079021007427e-15,0
"882",0.347244897959184,3,-4.95079021007427e-15,0
"883",0.367612244897959,1e-07,0.975098395582412,1228
"884",0.367612244897959,0.061224587755102,0.670192488684993,114
"885",0.367612244897959,0.122449075510204,0.521391663510359,41
"886",0.367612244897959,0.183673563265306,0.428508462334064,15
"887",0.367612244897959,0.244898051020408,0.35137393952596,12
"888",0.367612244897959,0.30612253877551,0.288347455506833,8
"889",0.367612244897959,0.367347026530612,0.235132908744478,7
"890",0.367612244897959,0.428571514285714,0.184440676115086,7
"891",0.367612244897959,0.489796002040816,0.135224633399425,4
"892",0.367612244897959,0.551020489795918,0.0969233686016606,2
"893",0.367612244897959,0.61224497755102,0.0650260806664961,2
"894",0.367612244897959,0.673469465306122,0.0349604813221665,2
"895",0.367612244897959,0.734693953061225,0.01492899232322,1
"896",0.367612244897959,0.795918440816327,-4.95079021007427e-15,0
"897",0.367612244897959,0.857142928571429,-4.95079021007427e-15,0
"898",0.367612244897959,0.918367416326531,-4.95079021007427e-15,0
"899",0.367612244897959,0.979591904081633,-4.95079021007427e-15,0
"900",0.367612244897959,1.04081639183673,-4.95079021007427e-15,0
"901",0.367612244897959,1.16326536734694,-4.95079021007427e-15,0
"902",0.367612244897959,1.22448985510204,-4.95079021007427e-15,0
"903",0.367612244897959,1.28571434285714,-4.95079021007427e-15,0
"904",0.367612244897959,1.34693883061224,-4.95079021007427e-15,0
"905",0.367612244897959,1.40816331836735,-4.95079021007427e-15,0
"906",0.367612244897959,1.46938780612245,-4.95079021007427e-15,0
"907",0.367612244897959,1.53061229387755,-4.95079021007427e-15,0
"908",0.367612244897959,1.59183678163265,-4.95079021007427e-15,0
"909",0.367612244897959,1.65306126938776,-4.95079021007427e-15,0
"910",0.367612244897959,1.71428575714286,-4.95079021007427e-15,0
"911",0.367612244897959,1.77551024489796,-4.95079021007427e-15,0
"912",0.367612244897959,1.83673473265306,-4.95079021007427e-15,0
"913",0.367612244897959,1.89795922040816,-4.95079021007427e-15,0
"914",0.367612244897959,1.95918370816327,-4.95079021007427e-15,0
"915",0.367612244897959,2.02040819591837,-4.95079021007427e-15,0
